投球数,球種,球速,結果,投手,打者,スコア
3,チェンジアップ,128km/h,ボール,ボー・タカハシ,藤原 恭大,1-8
4,ストレート,147km/h,四球,ボー・タカハシ,藤原 恭大,1-8
1,ストレート,146km/h,ボール,ボー・タカハシ,中村 奨吾,1-8
2,ストレート,144km/h,死球,ボー・タカハシ,中村 奨吾,1-8
1,スライダー,135km/h,ボール,ボー・タカハシ,岡 大海,1-8
2,ストレート,146km/h,見逃し,ボー・タカハシ,岡 大海,1-8
3,スライダー,134km/h,見逃し,ボー・タカハシ,岡 大海,1-8
4,チェンジアップ,-,右飛  [タッチアップ、タッチアップ],ボー・タカハシ,岡 大海,1-8
1,チェンジアップ,130km/h,見逃し,ボー・タカハシ,佐藤 都志也,1-8
2,カーブ,122km/h,ボール,ボー・タカハシ,佐藤 都志也,1-8
3,カーブ,-,一直,ボー・タカハシ,佐藤 都志也,1-8
1,ストレート,149km/h,ボール,ボー・タカハシ,菅野 剛士,1-8
2,ストレート,148km/h,ボール,ボー・タカハシ,菅野 剛士,1-8
3,ストレート,146km/h,見逃し,ボー・タカハシ,菅野 剛士,1-8
4,チェンジアップ,129km/h,ボール,ボー・タカハシ,菅野 剛士,1-8
5,ストレート,-,右飛,ボー・タカハシ,菅野 剛士,1-8
1,ストレート,150km/h,ボール,国吉 佑樹,柘植 世那,1-8
2,ストレート,150km/h,見逃し,国吉 佑樹,柘植 世那,1-8
3,ストレート,152km/h,ボール,国吉 佑樹,柘植 世那,1-8
4,ストレート,149km/h,ボール,国吉 佑樹,柘植 世那,1-8
5,ストレート,152km/h,空振り,国吉 佑樹,柘植 世那,1-8
6,ストレート,150km/h,空三振,国吉 佑樹,柘植 世那,1-8
1,ストレート,148km/h,見逃し,国吉 佑樹,源田 壮亮,1-8
2,ストレート,151km/h,空振り,国吉 佑樹,源田 壮亮,1-8
3,ストレート,154km/h,ボール,国吉 佑樹,源田 壮亮,1-8
4,ストレート,150km/h,ボール,国吉 佑樹,源田 壮亮,1-8
5,ストレート,-,中飛,国吉 佑樹,源田 壮亮,1-8
1,ストレート,151km/h,見逃し,国吉 佑樹,栗山 巧,1-8
2,カーブ,125km/h,ボール,国吉 佑樹,栗山 巧,1-8
3,ストレート,151km/h,ボール,国吉 佑樹,栗山 巧,1-8
4,ストレート,-,右安,国吉 佑樹,栗山 巧,1-8
1,ストレート,-,左飛,国吉 佑樹,呉 念庭,1-8
1,ストレート,147km/h,二飛,山本 由伸,松本 剛,0-0
1,ストレート,150km/h,見逃し,山本 由伸,アルカンタラ,0-0
2,ストレート,148km/h,見逃し,山本 由伸,アルカンタラ,0-0
3,カーブ,126km/h,ボール  [ワンバウンド],山本 由伸,アルカンタラ,0-0
4,ストレート,151km/h,左安,山本 由伸,アルカンタラ,0-0
1,ストレート,148km/h,見逃し,山本 由伸,近藤 健介,0-0
2,フォーク,143km/h,見逃し,山本 由伸,近藤 健介,0-0
3,ストレート,150km/h,ファウル,山本 由伸,近藤 健介,0-0
4,フォーク,143km/h,ボール  [ワンバウンド、ハーフスイング],山本 由伸,近藤 健介,0-0
5,カーブ,-,遊併打,山本 由伸,近藤 健介,0-0
1,ストレート,141km/h,ボール,伊藤 大海,福田 周平,0-0
2,ナックルカーブ,120km/h,ボール  [すっぽ抜け],伊藤 大海,福田 周平,0-0
3,ストレート,146km/h,見逃し,伊藤 大海,福田 周平,0-0
4,ストレート,147km/h,ボール,伊藤 大海,福田 周平,0-0
5,ストレート,142km/h,見逃し,伊藤 大海,福田 周平,0-0
6,ストレート,143km/h,ファウル,伊藤 大海,福田 周平,0-0
7,ストレート,147km/h,左飛,伊藤 大海,福田 周平,0-0
1,スライダー,130km/h,遊飛  [詰り、バット折れる],伊藤 大海,宗 佑磨,0-0
1,ストレート,145km/h,見逃し,伊藤 大海,紅林 弘太郎,0-0
2,ストレート,151km/h,ボール,伊藤 大海,紅林 弘太郎,0-0
3,ストレート,149km/h,ファウル,伊藤 大海,紅林 弘太郎,0-0
4,スプリット,140km/h,空三振  [ワンバウンド],伊藤 大海,紅林 弘太郎,0-0
1,フォーク,148km/h,空振り,山本 由伸,王 柏融,0-0
2,フォーク,143km/h,空振り,山本 由伸,王 柏融,0-0
3,フォーク,146km/h,空三振,山本 由伸,王 柏融,0-0
1,ストレート,155km/h,空振り,山本 由伸,石井 一成,0-0
2,カーブ,127km/h,見逃し,山本 由伸,石井 一成,0-0
3,ストレート,155km/h,ボール,山本 由伸,石井 一成,0-0
4,ストレート,149km/h,空三振,山本 由伸,石井 一成,0-0
1,フォーク,151km/h,空振り,山本 由伸,ヌニエス,0-0
2,ストレート,151km/h,空振り  [高めのつり球を要求、ハーフスイング],山本 由伸,ヌニエス,0-0
3,フォーク,144km/h,ボール  [ワンバウンド],山本 由伸,ヌニエス,0-0
4,フォーク,142km/h,三ゴロ  [痛烈な当たり],山本 由伸,ヌニエス,0-0
1,ストレート,149km/h,見逃し,伊藤 大海,吉田 正尚,0-0
2,カットボール,138km/h,死球,伊藤 大海,吉田 正尚,0-0
1,スライダー,129km/h,ファウル  [ライン際の打球を見送る],伊藤 大海,杉本 裕太郎,0-0
2,スライダー,131km/h,ボール  [ワンバウンド],伊藤 大海,杉本 裕太郎,0-0
3,ストレート,147km/h,ボール,伊藤 大海,杉本 裕太郎,0-0
4,ストレート,147km/h,見逃し,伊藤 大海,杉本 裕太郎,0-0
5,スライダー,132km/h,ボール  [ワンバウンド],伊藤 大海,杉本 裕太郎,0-0
6,カットボール,137km/h,右安  [ランエンドヒット],伊藤 大海,杉本 裕太郎,0-0
1,カットボール,133km/h,見逃し,伊藤 大海,バレラ,0-1
2,ストレート,146km/h,ボール,伊藤 大海,バレラ,0-1
3,ストレート,144km/h,見逃し,伊藤 大海,バレラ,0-1
4,スライダー,129km/h,ボール,伊藤 大海,バレラ,0-1
5,ストレート,147km/h,中安  [送球間に進塁],伊藤 大海,バレラ,0-1
1,スライダー,129km/h,ボール,伊藤 大海,後藤 駿太,0-1
2,ストレート,144km/h,ボール,伊藤 大海,後藤 駿太,0-1
3,スライダー,128km/h,見逃し,伊藤 大海,後藤 駿太,0-1
4,チェンジアップ,122km/h,ファウル,伊藤 大海,後藤 駿太,0-1
5,スプリット,138km/h,空三振  [ファウルチップ],伊藤 大海,後藤 駿太,0-1
1,スライダー,129km/h,ボール,伊藤 大海,太田 椋,0-2
2,スライダー,132km/h,空振り,伊藤 大海,太田 椋,0-2
3,スライダー,134km/h,空振り  [ハーフスイング],伊藤 大海,太田 椋,0-2
4,ストレート,150km/h,右安,伊藤 大海,太田 椋,0-2
1,スライダー,131km/h,ファウル  [セーフティスクイズ、バントファウル],伊藤 大海,若月 健矢,0-2
2,スライダー,131km/h,ボール,伊藤 大海,若月 健矢,0-2
3,ストレート,146km/h,空振り,伊藤 大海,若月 健矢,0-2
4,スライダー,131km/h,ファウル  [ランエンドヒット],伊藤 大海,若月 健矢,0-2
5,スプリット,143km/h,ボール  [ワンバウンド、ハーフスイング],伊藤 大海,若月 健矢,0-2
6,スライダー,132km/h,遊併打,伊藤 大海,若月 健矢,0-2
1,フォーク,142km/h,一ゴロ  [引っかけ],山本 由伸,淺間 大基,0-2
1,カットボール,146km/h,見逃し,山本 由伸,清水 優心,0-2
2,ストレート,150km/h,ファウル,山本 由伸,清水 優心,0-2
3,シュート,155km/h,ファウル,山本 由伸,清水 優心,0-2
4,カーブ,125km/h,ボール,山本 由伸,清水 優心,0-2
5,カーブ,126km/h,見三振,山本 由伸,清水 優心,0-2
1,フォーク,149km/h,ボール,山本 由伸,今川 優馬,0-2
2,フォーク,144km/h,空振り,山本 由伸,今川 優馬,0-2
3,ストレート,150km/h,右飛,山本 由伸,今川 優馬,0-2
1,スライダー,125km/h,見逃し,伊藤 大海,福田 周平,0-2
2,ストレート,140km/h,左飛,伊藤 大海,福田 周平,0-2
1,ナックルカーブ,107km/h,右安,伊藤 大海,宗 佑磨,0-2
1,カットボール,134km/h,ボール,伊藤 大海,紅林 弘太郎,0-2
2,ストレート,144km/h,ファウル,伊藤 大海,紅林 弘太郎,0-2
3,スライダー,129km/h,空振り,伊藤 大海,紅林 弘太郎,0-2
4,ストレート,148km/h,ボール,伊藤 大海,紅林 弘太郎,0-2
5,スプリット,139km/h,三ゴロ,伊藤 大海,紅林 弘太郎,0-2
1,カットボール,134km/h,見逃し,伊藤 大海,吉田 正尚,0-2
2,ストレート,145km/h,左邪飛,伊藤 大海,吉田 正尚,0-2
1,ストレート,150km/h,見逃し,山本 由伸,松本 剛,0-2
2,フォーク,141km/h,ボール,山本 由伸,松本 剛,0-2
3,ストレート,156km/h,見逃し,山本 由伸,松本 剛,0-2
4,ストレート,151km/h,二ゴロ,山本 由伸,松本 剛,0-2
1,フォーク,144km/h,ボール,山本 由伸,アルカンタラ,0-2
2,フォーク,-,ファウル,山本 由伸,アルカンタラ,0-2
3,フォーク,147km/h,ファウル,山本 由伸,アルカンタラ,0-2
4,カーブ,129km/h,二ゴロ,山本 由伸,アルカンタラ,0-2
1,スライダー,139km/h,見逃し,山本 由伸,近藤 健介,0-2
2,スライダー,134km/h,右安,山本 由伸,近藤 健介,0-2
1,ストレート,150km/h,見逃し,山本 由伸,王 柏融,0-2
2,カーブ,123km/h,ボール,山本 由伸,王 柏融,0-2
3,フォーク,-,中安  [内野一塁寄り、シフトが裏目に出る],山本 由伸,王 柏融,0-2
1,フォーク,143km/h,一ゴロ,山本 由伸,石井 一成,0-2
1,ストレート,142km/h,ファウル,伊藤 大海,杉本 裕太郎,0-2
2,スライダー,127km/h,空振り,伊藤 大海,杉本 裕太郎,0-2
3,ストレート,142km/h,ファウル,伊藤 大海,杉本 裕太郎,0-2
4,スローカーブ,82km/h,遊ゴロ,伊藤 大海,杉本 裕太郎,0-2
1,ストレート,146km/h,ボール,伊藤 大海,バレラ,0-2
2,スライダー,124km/h,見逃し,伊藤 大海,バレラ,0-2
3,スライダー,127km/h,遊ゴロ,伊藤 大海,バレラ,0-2
1,ストレート,142km/h,ファウル,伊藤 大海,後藤 駿太,0-2
2,チェンジアップ,112km/h,ボール  [ワンバウンド],伊藤 大海,後藤 駿太,0-2
3,スプリット,139km/h,ファウル,伊藤 大海,後藤 駿太,0-2
4,スライダー,126km/h,ボール,伊藤 大海,後藤 駿太,0-2
5,ストレート,146km/h,ファウル,伊藤 大海,後藤 駿太,0-2
6,ストレート,148km/h,ボール,伊藤 大海,後藤 駿太,0-2
7,スライダー,126km/h,左安,伊藤 大海,後藤 駿太,0-2
1,スライダー,128km/h,ファウル,伊藤 大海,太田 椋,0-2
2,ストレート,145km/h,ボール,伊藤 大海,太田 椋,0-2
1,フォーク,142km/h,ファウル  [自打球],山本 由伸,ヌニエス,0-2
2,カーブ,128km/h,ボール,山本 由伸,ヌニエス,0-2
3,シュート,149km/h,ファウル,山本 由伸,ヌニエス,0-2
4,ストレート,153km/h,三飛  [高めのつり球を要求],山本 由伸,ヌニエス,0-2
1,ストレート,154km/h,空振り,山本 由伸,淺間 大基,0-2
2,ストレート,155km/h,空振り,山本 由伸,淺間 大基,0-2
3,ストレート,149km/h,ボール  [高めのつり球を要求],山本 由伸,淺間 大基,0-2
4,ストレート,155km/h,ファウル,山本 由伸,淺間 大基,0-2
5,カーブ,124km/h,見三振  [全く反応できず],山本 由伸,淺間 大基,0-2
1,ストレート,150km/h,ファウル,山本 由伸,清水 優心,0-2
2,ストレート,-,ボール,山本 由伸,清水 優心,0-2
3,ストレート,149km/h,見逃し,山本 由伸,清水 優心,0-2
4,フォーク,142km/h,ファウル,山本 由伸,清水 優心,0-2
5,カーブ,123km/h,一ゴロ  [バットの先、ボテボテ],山本 由伸,清水 優心,0-2
1,ストレート,143km/h,見逃し,伊藤 大海,太田 椋,0-2
2,ナックルカーブ,114km/h,空振り,伊藤 大海,太田 椋,0-2
3,スライダー,132km/h,ボール,伊藤 大海,太田 椋,0-2
4,スプリット,139km/h,ボール  [ワンバウンド],伊藤 大海,太田 椋,0-2
5,スライダー,128km/h,空三振  [ハーフスイング],伊藤 大海,太田 椋,0-2
1,カットボール,137km/h,見逃し,伊藤 大海,若月 健矢,0-2
2,カットボール,139km/h,中飛,伊藤 大海,若月 健矢,0-2
1,スライダー,125km/h,ボール,伊藤 大海,福田 周平,0-2
2,スライダー,123km/h,見逃し,伊藤 大海,福田 周平,0-2
3,ストレート,142km/h,二ゴロ,伊藤 大海,福田 周平,0-2
1,フォーク,140km/h,ボール,山本 由伸,今川 優馬,0-2
2,カットボール,148km/h,空振り  [ハーフスイング],山本 由伸,今川 優馬,0-2
3,カットボール,145km/h,ファウル,山本 由伸,今川 優馬,0-2
4,スライダー,140km/h,空三振,山本 由伸,今川 優馬,0-2
1,ストレート,150km/h,ボール,山本 由伸,松本 剛,0-2
2,カットボール,144km/h,ボール,山本 由伸,松本 剛,0-2
3,ストレート,155km/h,ボール,山本 由伸,松本 剛,0-2
4,ストレート,155km/h,見逃し,山本 由伸,松本 剛,0-2
5,ストレート,154km/h,左２  [ライン際],山本 由伸,松本 剛,0-2
1,フォーク,141km/h,ボール,山本 由伸,アルカンタラ,0-2
2,カットボール,146km/h,ファウル,山本 由伸,アルカンタラ,0-2
3,カーブ,127km/h,一ゴロ,山本 由伸,アルカンタラ,0-2
1,ストレート,155km/h,見逃し,山本 由伸,近藤 健介,0-2
2,ストレート,151km/h,ボール,山本 由伸,近藤 健介,0-2
3,フォーク,147km/h,ボール  [ワンバウンド],山本 由伸,近藤 健介,0-2
4,フォーク,140km/h,一ゴロ  [引っかけ],山本 由伸,近藤 健介,0-2
1,スライダー,125km/h,見逃し,伊藤 大海,宗 佑磨,0-2
2,ストレート,140km/h,ファウル,伊藤 大海,宗 佑磨,0-2
3,スプリット,137km/h,ボール  [ワンバウンド],伊藤 大海,宗 佑磨,0-2
4,ストレート,145km/h,ファウル,伊藤 大海,宗 佑磨,0-2
5,ストレート,145km/h,中飛,伊藤 大海,宗 佑磨,0-2
1,ストレート,143km/h,中飛,伊藤 大海,紅林 弘太郎,0-2
1,ツーシーム,139km/h,見逃し,伊藤 大海,吉田 正尚,0-2
2,スプリット,139km/h,右安,伊藤 大海,吉田 正尚,0-2
1,スライダー,131km/h,ボール,伊藤 大海,杉本 裕太郎,0-2
2,カットボール,137km/h,ファウル,伊藤 大海,杉本 裕太郎,0-2
3,ツーシーム,141km/h,ボール,伊藤 大海,杉本 裕太郎,0-2
4,スライダー,129km/h,二ゴロ  [バットの先、バット折れる],伊藤 大海,杉本 裕太郎,0-2
1,カーブ,124km/h,見逃し,山本 由伸,王 柏融,0-2
2,ストレート,151km/h,見逃し,山本 由伸,王 柏融,0-2
3,ストレート,146km/h,ボール  [高めのつり球を要求],山本 由伸,王 柏融,0-2
4,ストレート,148km/h,ボール,山本 由伸,王 柏融,0-2
5,カーブ,127km/h,ファウル,山本 由伸,王 柏融,0-2
6,フォーク,146km/h,空三振  [ワンバウンド],山本 由伸,王 柏融,0-2
1,フォーク,139km/h,ボール,山本 由伸,石井 一成,0-2
2,フォーク,147km/h,空振り,山本 由伸,石井 一成,0-2
3,フォーク,141km/h,ファウル,山本 由伸,石井 一成,0-2
4,フォーク,142km/h,ファウル  [自打球],山本 由伸,石井 一成,0-2
5,カーブ,125km/h,ファウル,山本 由伸,石井 一成,0-2
6,ストレート,151km/h,ファウル,山本 由伸,石井 一成,0-2
7,カーブ,126km/h,ファウル,山本 由伸,石井 一成,0-2
8,ストレート,148km/h,ファウル,山本 由伸,石井 一成,0-2
9,カットボール,144km/h,ファウル,山本 由伸,石井 一成,0-2
10,フォーク,147km/h,ボール,山本 由伸,石井 一成,0-2
11,ストレート,153km/h,ファウル,山本 由伸,石井 一成,0-2
12,ストレート,150km/h,ファウル,山本 由伸,石井 一成,0-2
13,カットボール,144km/h,ボール,山本 由伸,石井 一成,0-2
14,フォーク,140km/h,四球,山本 由伸,石井 一成,0-2
1,フォーク,150km/h,ボール,山本 由伸,ヌニエス,0-2
2,カットボール,152km/h,空振り,山本 由伸,ヌニエス,0-2
3,ストレート,152km/h,ボール,山本 由伸,ヌニエス,0-2
4,フォーク,145km/h,ボール,山本 由伸,ヌニエス,0-2
5,ストレート,156km/h,見逃し  [タイム要求が認められず],山本 由伸,ヌニエス,0-2
6,スライダー,138km/h,空三振,山本 由伸,ヌニエス,0-2
1,フォーク,144km/h,見逃し,山本 由伸,淺間 大基,0-2
2,ストレート,154km/h,ファウル,山本 由伸,淺間 大基,0-2
3,ストレート,147km/h,ボール,山本 由伸,淺間 大基,0-2
4,フォーク,145km/h,左２  [ライン際、打者ガッツポーズ],山本 由伸,淺間 大基,0-2
1,ストレート,154km/h,見逃し,山本 由伸,宇佐見 真吾,0-2
2,ストレート,156km/h,ファウル,山本 由伸,宇佐見 真吾,0-2
3,ストレート,155km/h,ボール  [高めのつり球を要求],山本 由伸,宇佐見 真吾,0-2
4,ストレート,156km/h,空三振  [振り遅れ],山本 由伸,宇佐見 真吾,0-2
1,ストレート,142km/h,ボール,古川 侑利,バレラ,0-2
2,ストレート,147km/h,ボール,古川 侑利,バレラ,0-2
3,ストレート,146km/h,ボール,古川 侑利,バレラ,0-2
4,カットボール,135km/h,見逃し,古川 侑利,バレラ,0-2
5,カットボール,141km/h,四球,古川 侑利,バレラ,0-2
1,カットボール,142km/h,三安  [セーフティバント、バントヒット、転倒、珍プレイ],古川 侑利,後藤 駿太,0-2
1,ストレート,143km/h,ボール,古川 侑利,太田 椋,0-2
2,カットボール,143km/h,ボール,古川 侑利,太田 椋,0-2
3,ストレート,143km/h,ボール,古川 侑利,太田 椋,0-2
4,カットボール,138km/h,見逃し,古川 侑利,太田 椋,0-2
5,カットボール,141km/h,四球,古川 侑利,太田 椋,0-2
1,カットボール,140km/h,見逃し,古川 侑利,若月 健矢,0-2
2,カットボール,139km/h,ファウル,古川 侑利,若月 健矢,0-2
3,カットボール,139km/h,ボール,古川 侑利,若月 健矢,0-2
4,スライダー,129km/h,ボール,古川 侑利,若月 健矢,0-2
5,カットボール,138km/h,空三振,古川 侑利,若月 健矢,0-2
1,ストレート,146km/h,ファウル,古川 侑利,福田 周平,0-3
2,ストレート,149km/h,ボール,古川 侑利,福田 周平,0-3
3,カットボール,143km/h,ボール,古川 侑利,福田 周平,0-3
4,カットボール,140km/h,ボール,古川 侑利,福田 周平,0-3
5,ストレート,145km/h,右安,古川 侑利,福田 周平,0-3
1,ストレート,144km/h,空振り,古川 侑利,宗 佑磨,0-4
2,ストレート,149km/h,空振り,古川 侑利,宗 佑磨,0-4
3,ストレート,-,中安  [外野前進、詰り、バット折れる],古川 侑利,宗 佑磨,0-4
1,カットボール,139km/h,空振り,古川 侑利,紅林 弘太郎,0-5
2,ストレート,149km/h,空振り,古川 侑利,紅林 弘太郎,0-5
3,カーブ,-,ファウル,古川 侑利,紅林 弘太郎,0-5
4,ストレート,145km/h,ファウル,古川 侑利,紅林 弘太郎,0-5
5,カットボール,142km/h,右安  [内野前進],古川 侑利,紅林 弘太郎,0-5
1,ツーシーム,131km/h,ボール,望月 大希,吉田 正尚,0-6
2,ツーシーム,130km/h,空振り,望月 大希,吉田 正尚,0-6
3,フォーク,125km/h,右安,望月 大希,吉田 正尚,0-6
1,ストレート,141km/h,見逃し,望月 大希,杉本 裕太郎,0-7
2,ストレート,139km/h,空振り,望月 大希,杉本 裕太郎,0-7
3,ストレート,139km/h,ボール,望月 大希,杉本 裕太郎,0-7
4,フォーク,127km/h,ボール  [ワンバウンド],望月 大希,杉本 裕太郎,0-7
5,ストレート,143km/h,ファウル,望月 大希,杉本 裕太郎,0-7
6,フォーク,131km/h,ボール  [ワンバウンド、ボール見失う],望月 大希,杉本 裕太郎,0-7
7,ストレート,137km/h,左犠飛,望月 大希,杉本 裕太郎,0-7
1,カーブ,113km/h,ボール,望月 大希,バレラ,0-7
2,ストレート,141km/h,二飛,望月 大希,バレラ,0-7
1,ストレート,-,ファウル,黒木 優太,細川 凌平,0-7
2,ストレート,151km/h,ファウル,黒木 優太,細川 凌平,0-7
3,ストレート,145km/h,空三振  [ファウルチップ],黒木 優太,細川 凌平,0-7
1,ストレート,151km/h,ボール,黒木 優太,清宮 幸太郎,0-7
2,ストレート,151km/h,ファウル,黒木 優太,清宮 幸太郎,0-7
3,ストレート,151km/h,ボール,黒木 優太,清宮 幸太郎,0-7
4,ストレート,151km/h,ファウル,黒木 優太,清宮 幸太郎,0-7
5,スライダー,127km/h,ボール  [ハーフスイング],黒木 優太,清宮 幸太郎,0-7
6,ストレート,146km/h,ファウル,黒木 優太,清宮 幸太郎,0-7
7,ストレート,147km/h,空三振,黒木 優太,清宮 幸太郎,0-7
1,ストレート,152km/h,見逃し,黒木 優太,万波 中正,0-7
2,ストレート,153km/h,ボール,黒木 優太,万波 中正,0-7
3,ストレート,152km/h,空振り,黒木 優太,万波 中正,0-7
4,フォーク,144km/h,ボール  [ワンバウンド],黒木 優太,万波 中正,0-7
5,フォーク,137km/h,空三振  [ワンバウンド],黒木 優太,万波 中正,0-7
1,ストレート,144km/h,見逃し,吉田 輝星,後藤 駿太,0-7
2,ストレート,147km/h,遊飛,吉田 輝星,後藤 駿太,0-7
1,ストレート,145km/h,ボール,吉田 輝星,太田 椋,0-7
2,ストレート,143km/h,遊直  [詰り、バット折れる、ジャンピングキャッチ],吉田 輝星,太田 椋,0-7
1,ストレート,148km/h,空振り,吉田 輝星,若月 健矢,0-7
2,ストレート,-,遊ゴロ,吉田 輝星,若月 健矢,0-7
1,ストレート,151km/h,遊ゴロ,本田 仁海,近藤 健介,0-7
1,ストレート,150km/h,見逃し,本田 仁海,王 柏融,0-7
2,ストレート,151km/h,空振り  [ハーフスイング],本田 仁海,王 柏融,0-7
3,フォーク,135km/h,ボール  [ワンバウンド],本田 仁海,王 柏融,0-7
4,チェンジアップ,137km/h,右飛,本田 仁海,王 柏融,0-7
1,スライダー,136km/h,見逃し,本田 仁海,渡邉 諒,0-7
2,スライダー,134km/h,ボール  [ワンバウンド],本田 仁海,渡邉 諒,0-7
3,スライダー,132km/h,空振り,本田 仁海,渡邉 諒,0-7
4,ストレート,150km/h,中飛,本田 仁海,渡邉 諒,0-7
1,ストレート,143km/h,ボール,赤星 優志,近本 光司,0-0
2,ツーシーム,135km/h,左安,赤星 優志,近本 光司,0-0
1,ストレート,143km/h,見逃し,赤星 優志,中野 拓夢,0-0
2,カーブ,115km/h,中飛,赤星 優志,中野 拓夢,0-0
1,ストレート,143km/h,ボール,赤星 優志,糸井 嘉男,0-0
2,ストレート,142km/h,ボール,赤星 優志,糸井 嘉男,0-0
3,ツーシーム,138km/h,ボール,赤星 優志,糸井 嘉男,0-0
4,ストレート,145km/h,見逃し,赤星 優志,糸井 嘉男,0-0
5,ツーシーム,136km/h,ファウル,赤星 優志,糸井 嘉男,0-0
6,ストレート,145km/h,ファウル,赤星 優志,糸井 嘉男,0-0
7,カーブ,118km/h,投ゴロ  [ランエンドヒット],赤星 優志,糸井 嘉男,0-0
1,ストレート,145km/h,見逃し,赤星 優志,佐藤 輝明,0-0
2,フォーク,136km/h,空振り  [ワンバウンド],赤星 優志,佐藤 輝明,0-0
3,ストレート,146km/h,ボール  [高めのつり球を要求],赤星 優志,佐藤 輝明,0-0
4,ストレート,148km/h,ボール,赤星 優志,佐藤 輝明,0-0
5,ストレート,147km/h,空三振,赤星 優志,佐藤 輝明,0-0
1,ツーシーム,145km/h,ボール,ガンケル,吉川 尚輝,0-0
2,スライダー,130km/h,ボール,ガンケル,吉川 尚輝,0-0
3,ツーシーム,146km/h,見逃し,ガンケル,吉川 尚輝,0-0
4,ツーシーム,147km/h,左安,ガンケル,吉川 尚輝,0-0
1,ストレート,145km/h,ファウル,ガンケル,坂本 勇人,0-0
2,カットボール,134km/h,ボール,ガンケル,坂本 勇人,0-0
3,スライダー,132km/h,ボール,ガンケル,坂本 勇人,0-0
4,ストレート,145km/h,ファウル,ガンケル,坂本 勇人,0-0
5,スプリット,138km/h,ボール,ガンケル,坂本 勇人,0-0
6,ストレート,146km/h,ファウル  [ランエンドヒット],ガンケル,坂本 勇人,0-0
7,ツーシーム,145km/h,空三振  [ランエンドヒット],ガンケル,坂本 勇人,0-0
1,ツーシーム,146km/h,ボール,ガンケル,ポランコ,0-0
2,スライダー,132km/h,ボール,ガンケル,ポランコ,0-0
3,スプリット,138km/h,ボール,ガンケル,ポランコ,0-0
4,スライダー,131km/h,四球  [ワンバウンド],ガンケル,ポランコ,0-0
1,カットボール,134km/h,ボール,ガンケル,岡本 和真,0-0
2,ツーシーム,144km/h,空振り,ガンケル,岡本 和真,0-0
3,ストレート,146km/h,ファウル,ガンケル,岡本 和真,0-0
4,ツーシーム,146km/h,ボール,ガンケル,岡本 和真,0-0
5,スプリット,139km/h,ボール  [ワンバウンド、捕手後逸阻止],ガンケル,岡本 和真,0-0
6,スライダー,129km/h,ファウル,ガンケル,岡本 和真,0-0
7,スライダー,131km/h,四球  [ワンバウンド],ガンケル,岡本 和真,0-0
1,カットボール,134km/h,左本  [本塁打確信、スタンド上段],ガンケル,中田 翔,0-4
1,スプリット,135km/h,ボール,ガンケル,丸 佳浩,0-4
2,カットボール,134km/h,見逃し,ガンケル,丸 佳浩,0-4
3,ツーシーム,147km/h,二ゴロ,ガンケル,丸 佳浩,0-4
1,ツーシーム,146km/h,遊安  [ダイビングキャッチ、送球がバウンド],ガンケル,ウォーカー,0-4
1,ストレート,144km/h,見逃し,ガンケル,小林 誠司,0-4
2,スライダー,133km/h,左飛,ガンケル,小林 誠司,0-4
1,ツーシーム,-,ボール,赤星 優志,大山 悠輔,0-4
2,スライダー,134km/h,一ゴロ  [止めたバットに当たる],赤星 優志,大山 悠輔,0-4
1,ストレート,141km/h,二ゴロ,赤星 優志,糸原 健斗,0-4
1,ストレート,-,ボール,赤星 優志,木浪 聖也,0-4
2,ツーシーム,135km/h,ボール,赤星 優志,木浪 聖也,0-4
3,ツーシーム,136km/h,投ゴロ,赤星 優志,木浪 聖也,0-4
1,ストレート,140km/h,見逃し,ガンケル,赤星 優志,0-4
2,ストレート,144km/h,見逃し,ガンケル,赤星 優志,0-4
3,ストレート,145km/h,見三振,ガンケル,赤星 優志,0-4
1,ツーシーム,146km/h,見逃し,ガンケル,吉川 尚輝,0-4
2,スライダー,128km/h,ボール,ガンケル,吉川 尚輝,0-4
3,ツーシーム,145km/h,ボール,ガンケル,吉川 尚輝,0-4
4,スライダー,130km/h,空振り  [ワンバウンド、ハーフスイング],ガンケル,吉川 尚輝,0-4
5,ストレート,146km/h,二ゴロ  [詰り、ランニングスロー],ガンケル,吉川 尚輝,0-4
1,カーブ,124km/h,見逃し,ガンケル,坂本 勇人,0-4
2,カーブ,122km/h,見逃し,ガンケル,坂本 勇人,0-4
3,スライダー,131km/h,ボール  [ワンバウンド],ガンケル,坂本 勇人,0-4
4,ストレート,147km/h,ファウル,ガンケル,坂本 勇人,0-4
5,スライダー,130km/h,ボール,ガンケル,坂本 勇人,0-4
6,スプリット,137km/h,投ゴロ,ガンケル,坂本 勇人,0-4
1,カットボール,-,見逃し,赤星 優志,梅野 隆太郎,0-4
2,ストレート,-,ボール,赤星 優志,梅野 隆太郎,0-4
3,カーブ,117km/h,ファウル,赤星 優志,梅野 隆太郎,0-4
4,ストレート,146km/h,ファウル,赤星 優志,梅野 隆太郎,0-4
5,フォーク,134km/h,空三振  [ハーフスイング],赤星 優志,梅野 隆太郎,0-4
1,ストレート,146km/h,見逃し,赤星 優志,ガンケル,0-4
2,カットボール,136km/h,二直  [ジャンピングキャッチ],赤星 優志,ガンケル,0-4
1,カーブ,119km/h,ボール  [ワンバウンド],赤星 優志,近本 光司,0-4
2,カーブ,120km/h,ボール  [ワンバウンド],赤星 優志,近本 光司,0-4
