投球数,球種,球速,結果,投手,打者,スコア,アウトカウント
1,ストレート,149km/h,ボール,鈴木 翔天,西川 愛也,2-0,●
2,ストレート,149km/h,ファウル,鈴木 翔天,西川 愛也,2-0,●
3,スライダー,135km/h,見逃し,鈴木 翔天,西川 愛也,2-0,●
4,スライダー,137km/h,ボール  [ワンバウンド],鈴木 翔天,西川 愛也,2-0,●
5,スライダー,133km/h,一ゴロ,鈴木 翔天,西川 愛也,2-0,●
1,ストレート,152km/h,空振り,鈴木 翔天,川越 誠司,2-0,●
2,スライダー,134km/h,ボール  [ワンバウンド],鈴木 翔天,川越 誠司,2-0,●
3,ストレート,151km/h,中３,鈴木 翔天,川越 誠司,2-0,●
1,スライダー,132km/h,空振り  [スクイズ失敗、バント空振り],鈴木 翔天,源田 壮亮,2-0,●●
1,スライダー,132km/h,空振り  [スクイズ失敗、バント空振り],鈴木 翔天,源田 壮亮,2-0,●●●
2,スライダー,135km/h,ボール,鈴木 翔天,源田 壮亮,2-0,●●●
3,スライダー,134km/h,見逃し,鈴木 翔天,源田 壮亮,2-0,●●●
4,スライダー,136km/h,ファウル,鈴木 翔天,源田 壮亮,2-0,●●●
5,ストレート,150km/h,二ゴロ,鈴木 翔天,源田 壮亮,2-0,●●●
1,スライダー,114km/h,見逃し,與座 海人,島内 宏明,2-0,
2,ストレート,130km/h,ボール,與座 海人,島内 宏明,2-0,
3,ストレート,131km/h,空振り,與座 海人,島内 宏明,2-0,
4,スライダー,115km/h,ファウル,與座 海人,島内 宏明,2-0,
5,ストレート,131km/h,ボール,與座 海人,島内 宏明,2-0,
6,ストレート,130km/h,右安  [ライン際],與座 海人,島内 宏明,2-0,
1,スライダー,115km/h,中安,與座 海人,銀次,2-0,
1,ストレート,130km/h,投ゴロ  [高めのつり球を要求、バント失敗],與座 海人,辰己 涼介,2-0,●
1,シンカー,123km/h,見逃し,與座 海人,岡島 豪郎,2-0,●●
2,ストレート,130km/h,二ゴロ  [ダイビングキャッチ、好プレイ],與座 海人,岡島 豪郎,2-0,●●
1,ストレート,131km/h,ボール,與座 海人,鈴木 大地,2-0,●●
2,ストレート,131km/h,見逃し,與座 海人,鈴木 大地,2-0,●●
3,スライダー,124km/h,見逃し,與座 海人,鈴木 大地,2-0,●●
4,ストレート,132km/h,ファウル  [高めのつり球を要求],與座 海人,鈴木 大地,2-0,●●
5,スライダー,123km/h,死球  [逆球],與座 海人,鈴木 大地,2-0,●●
1,スライダー,122km/h,一直,與座 海人,田中 貴也,2-0,●●●
1,チェンジアップ,117km/h,見逃し,西口 直人,森 友哉,2-0,●
2,フォーク,133km/h,空振り,西口 直人,森 友哉,2-0,●
3,フォーク,138km/h,ボール,西口 直人,森 友哉,2-0,●
4,ストレート,146km/h,ボール,西口 直人,森 友哉,2-0,●
5,ストレート,148km/h,ファウル,西口 直人,森 友哉,2-0,●
6,カットボール,134km/h,左飛,西口 直人,森 友哉,2-0,●
1,ナックルカーブ,110km/h,見逃し,西口 直人,山川 穂高,2-0,●●
2,カットボール,136km/h,空振り  [フルスイング],西口 直人,山川 穂高,2-0,●●
3,カットボール,137km/h,ボール,西口 直人,山川 穂高,2-0,●●
4,フォーク,138km/h,ボール  [ワンバウンド],西口 直人,山川 穂高,2-0,●●
5,フォーク,137km/h,ボール  [ワンバウンド],西口 直人,山川 穂高,2-0,●●
6,フォーク,134km/h,ファウル,西口 直人,山川 穂高,2-0,●●
7,ナックルカーブ,112km/h,三ゴロ  [ライン際、逆シングル],西口 直人,山川 穂高,2-0,●●
1,ストレート,148km/h,ファウル,西口 直人,外崎 修汰,2-0,●●●
2,カットボール,137km/h,ボール,西口 直人,外崎 修汰,2-0,●●●
3,カットボール,138km/h,左飛,西口 直人,外崎 修汰,2-0,●●●
1,ストレート,142km/h,見逃し,本田 圭佑,茂木 栄五郎,2-0,●
2,ストレート,142km/h,ボール  [高めのつり球を要求],本田 圭佑,茂木 栄五郎,2-0,●
3,ストレート,142km/h,見逃し,本田 圭佑,茂木 栄五郎,2-0,●
4,ストレート,144km/h,ファウル  [高めのつり球を要求],本田 圭佑,茂木 栄五郎,2-0,●
5,ストレート,144km/h,ファウル,本田 圭佑,茂木 栄五郎,2-0,●
6,カーブ,116km/h,ファウル,本田 圭佑,茂木 栄五郎,2-0,●
7,ストレート,140km/h,二ゴロ,本田 圭佑,茂木 栄五郎,2-0,●
1,スライダー,136km/h,見逃し,本田 圭佑,小深田 大翔,2-0,●●
2,フォーク,133km/h,二飛,本田 圭佑,小深田 大翔,2-0,●●
1,ストレート,142km/h,見逃し,本田 圭佑,浅村 栄斗,2-0,●●●
2,ストレート,142km/h,ボール,本田 圭佑,浅村 栄斗,2-0,●●●
3,ストレート,142km/h,ファウル,本田 圭佑,浅村 栄斗,2-0,●●●
4,ストレート,144km/h,ボール,本田 圭佑,浅村 栄斗,2-0,●●●
5,ストレート,147km/h,右飛,本田 圭佑,浅村 栄斗,2-0,●●●
1,ストレート,144km/h,右安,安樂 智大,栗山 巧,2-0,
1,ストレート,142km/h,投ゴロ  [投手のグラブを弾く],安樂 智大,ジャンセン・ウィティ,2-0,●
1,チェンジアップ,131km/h,見逃し,安樂 智大,オグレディ,2-0,●
2,ストレート,143km/h,死球,安樂 智大,オグレディ,2-0,●
1,スライダー,133km/h,見逃し,安樂 智大,西川 愛也,2-0,●●
2,チェンジアップ,129km/h,見逃し,安樂 智大,西川 愛也,2-0,●●
3,チェンジアップ,123km/h,空三振,安樂 智大,西川 愛也,2-0,●●
1,ストレート,147km/h,ボール,安樂 智大,川越 誠司,2-0,●●●
2,チェンジアップ,128km/h,見逃し,安樂 智大,川越 誠司,2-0,●●●
3,チェンジアップ,131km/h,ボール,安樂 智大,川越 誠司,2-0,●●●
4,ストレート,145km/h,ボール,安樂 智大,川越 誠司,2-0,●●●
5,スライダー,131km/h,見逃し,安樂 智大,川越 誠司,2-0,●●●
6,ストレート,145km/h,ファウル,安樂 智大,川越 誠司,2-0,●●●
7,スライダー,133km/h,空三振,安樂 智大,川越 誠司,2-0,●●●
1,ナックルカーブ,118km/h,見逃し,森脇 亮介,島内 宏明,2-0,●
2,ストレート,145km/h,二ゴロ  [バウンド高い],森脇 亮介,島内 宏明,2-0,●
1,ナックルカーブ,119km/h,ボール,森脇 亮介,西川 遥輝,2-0,●
2,ナックルカーブ,120km/h,ボール,森脇 亮介,西川 遥輝,2-0,●
3,ストレート,145km/h,右２,森脇 亮介,西川 遥輝,2-0,●
1,ストレート,144km/h,ボール,森脇 亮介,辰己 涼介,2-0,●●
2,フォーク,129km/h,見逃し,森脇 亮介,辰己 涼介,2-0,●●
3,ナックルカーブ,119km/h,ボール,森脇 亮介,辰己 涼介,2-0,●●
4,フォーク,131km/h,空振り,森脇 亮介,辰己 涼介,2-0,●●
5,ストレート,145km/h,ボール,森脇 亮介,辰己 涼介,2-0,●●
6,フォーク,130km/h,空三振,森脇 亮介,辰己 涼介,2-0,●●
1,フォーク,130km/h,ボール,森脇 亮介,岡島 豪郎,2-0,●●●
2,ナックルカーブ,120km/h,見逃し,森脇 亮介,岡島 豪郎,2-0,●●●
3,フォーク,130km/h,空振り,森脇 亮介,岡島 豪郎,2-0,●●●
4,ストレート,148km/h,ファウル,森脇 亮介,岡島 豪郎,2-0,●●●
5,ナックルカーブ,122km/h,ボール,森脇 亮介,岡島 豪郎,2-0,●●●
6,カットボール,130km/h,一ゴロ  [泳ぎ],森脇 亮介,岡島 豪郎,2-0,●●●
1,ストレート,144km/h,ファウル,美馬 学,福田 周平,0-0,●
2,ストレート,145km/h,ボール,美馬 学,福田 周平,0-0,●
3,シュート,143km/h,ファウル,美馬 学,福田 周平,0-0,●
4,スライダー,130km/h,ファウル,美馬 学,福田 周平,0-0,●
5,スライダー,129km/h,ボール,美馬 学,福田 周平,0-0,●
6,ストレート,-,投ゴロ  [投手のグラブを弾く],美馬 学,福田 周平,0-0,●
1,ストレート,146km/h,見逃し,美馬 学,宗 佑磨,0-0,●
2,スライダー,128km/h,空振り,美馬 学,宗 佑磨,0-0,●
3,フォーク,132km/h,ボール,美馬 学,宗 佑磨,0-0,●
4,ストレート,-,中安,美馬 学,宗 佑磨,0-0,●
1,カーブ,122km/h,見逃し,美馬 学,吉田 正尚,0-0,●●●
2,シュート,143km/h,ボール,美馬 学,吉田 正尚,0-0,●●●
3,スライダー,133km/h,ボール,美馬 学,吉田 正尚,0-0,●●●
4,ストレート,144km/h,ファウル,美馬 学,吉田 正尚,0-0,●●●
5,ストレート,-,二併打,美馬 学,吉田 正尚,0-0,●●●
1,ストレート,140km/h,見逃し,山﨑 福也,荻野 貴司,0-0,●
2,スライダー,116km/h,ボール  [ハーフスイング],山﨑 福也,荻野 貴司,0-0,●
3,スライダー,112km/h,ボール  [ワンバウンド],山﨑 福也,荻野 貴司,0-0,●
4,ストレート,141km/h,ファウル,山﨑 福也,荻野 貴司,0-0,●
5,チェンジアップ,119km/h,ファウル,山﨑 福也,荻野 貴司,0-0,●
6,ストレート,-,遊飛,山﨑 福也,荻野 貴司,0-0,●
1,ストレート,140km/h,ボール,山﨑 福也,角中 勝也,0-0,●
2,ストレート,-,左安  [逆球、詰り],山﨑 福也,角中 勝也,0-0,●
1,カーブ,96km/h,ボール,山﨑 福也,中村 奨吾,0-0,●
2,ストレート,141km/h,ボール,山﨑 福也,中村 奨吾,0-0,●
3,スライダー,113km/h,見逃し,山﨑 福也,中村 奨吾,0-0,●
4,チェンジアップ,121km/h,見逃し,山﨑 福也,中村 奨吾,0-0,●
5,ストレート,144km/h,ファウル,山﨑 福也,中村 奨吾,0-0,●
6,チェンジアップ,123km/h,ファウル,山﨑 福也,中村 奨吾,0-0,●
7,チェンジアップ,117km/h,ファウル,山﨑 福也,中村 奨吾,0-0,●
8,ストレート,142km/h,ボール,山﨑 福也,中村 奨吾,0-0,●
9,スライダー,111km/h,四球  [ランエンドヒット],山﨑 福也,中村 奨吾,0-0,●
1,ストレート,141km/h,ボール  [ワンバウンド],山﨑 福也,山口 航輝,0-0,●●
2,チェンジアップ,121km/h,見逃し,山﨑 福也,山口 航輝,0-0,●●
3,チェンジアップ,118km/h,ボール,山﨑 福也,山口 航輝,0-0,●●
4,スライダー,115km/h,見逃し,山﨑 福也,山口 航輝,0-0,●●
5,フォーク,128km/h,ボール  [ワンバウンド、ハーフスイング],山﨑 福也,山口 航輝,0-0,●●
6,チェンジアップ,124km/h,見三振  [全く反応できず],山﨑 福也,山口 航輝,0-0,●●
1,ストレート,144km/h,見逃し,山﨑 福也,安田 尚憲,0-0,●●●
2,ストレート,144km/h,ボール,山﨑 福也,安田 尚憲,0-0,●●●
3,チェンジアップ,123km/h,ボール,山﨑 福也,安田 尚憲,0-0,●●●
4,スライダー,115km/h,見逃し,山﨑 福也,安田 尚憲,0-0,●●●
5,スライダー,110km/h,空三振,山﨑 福也,安田 尚憲,0-0,●●●
1,カーブ,125km/h,見逃し,美馬 学,杉本 裕太郎,0-0,●
2,カーブ,126km/h,ボール,美馬 学,杉本 裕太郎,0-0,●
3,ストレート,145km/h,ファウル  [打球が風に流される],美馬 学,杉本 裕太郎,0-0,●
4,スライダー,129km/h,ボール  [ハーフスイング],美馬 学,杉本 裕太郎,0-0,●
5,スライダー,133km/h,ファウル,美馬 学,杉本 裕太郎,0-0,●
6,シュート,-,二ゴロ  [詰り、バット折れる],美馬 学,杉本 裕太郎,0-0,●
1,カーブ,126km/h,ボール,美馬 学,中川 圭太,0-0,●●
2,ストレート,146km/h,見逃し,美馬 学,中川 圭太,0-0,●●
3,ストレート,-,右飛  [野手の正面をつく],美馬 学,中川 圭太,0-0,●●
1,ストレート,146km/h,見逃し,美馬 学,安達 了一,0-0,●●●
2,スライダー,129km/h,ボール,美馬 学,安達 了一,0-0,●●●
3,スライダー,-,右飛,美馬 学,安達 了一,0-0,●●●
1,ストレート,142km/h,ボール,山﨑 福也,レアード,0-0,●
2,ストレート,141km/h,ファウル,山﨑 福也,レアード,0-0,●
3,カーブ,89km/h,ボール,山﨑 福也,レアード,0-0,●
4,チェンジアップ,119km/h,空振り,山﨑 福也,レアード,0-0,●
5,チェンジアップ,-,二飛  [バットの先、打球が風に流される],山﨑 福也,レアード,0-0,●
1,ストレート,144km/h,見逃し,山﨑 福也,髙部 瑛斗,0-0,●
2,ストレート,143km/h,ボール,山﨑 福也,髙部 瑛斗,0-0,●
3,ストレート,-,右安,山﨑 福也,髙部 瑛斗,0-0,●
1,チェンジアップ,119km/h,ボール,山﨑 福也,茶谷 健太,0-0,●
2,チェンジアップ,120km/h,ボール,山﨑 福也,茶谷 健太,0-0,●
3,ストレート,-,空振り  [ランエンドヒット],山﨑 福也,茶谷 健太,0-0,●
1,チェンジアップ,119km/h,ボール,山﨑 福也,茶谷 健太,0-0,●●
2,チェンジアップ,120km/h,ボール,山﨑 福也,茶谷 健太,0-0,●●
3,ストレート,-,空振り  [ランエンドヒット],山﨑 福也,茶谷 健太,0-0,●●
4,チェンジアップ,120km/h,ボール,山﨑 福也,茶谷 健太,0-0,●●
5,ストレート,144km/h,ファウル,山﨑 福也,茶谷 健太,0-0,●●
6,チェンジアップ,122km/h,空三振,山﨑 福也,茶谷 健太,0-0,●●
1,ストレート,142km/h,ボール,山﨑 福也,松川 虎生,0-1,●●
2,チェンジアップ,121km/h,ボール,山﨑 福也,松川 虎生,0-1,●●
3,ストレート,-,中安,山﨑 福也,松川 虎生,0-1,●●
1,カーブ,110km/h,見逃し,山﨑 福也,荻野 貴司,0-1,●●●
2,カーブ,111km/h,ボール  [ワンバウンド],山﨑 福也,荻野 貴司,0-1,●●●
3,チェンジアップ,123km/h,ファウル,山﨑 福也,荻野 貴司,0-1,●●●
4,ストレート,143km/h,ボール,山﨑 福也,荻野 貴司,0-1,●●●
5,カーブ,109km/h,右飛  [泳ぎ],山﨑 福也,荻野 貴司,0-1,●●●
1,ストレート,144km/h,ボール,美馬 学,マッカーシー,0-1,
2,ストレート,144km/h,見逃し,美馬 学,マッカーシー,0-1,
3,スライダー,126km/h,ボール,美馬 学,マッカーシー,0-1,
4,スライダー,131km/h,ボール,美馬 学,マッカーシー,0-1,
5,シュート,142km/h,四球  [苦笑い],美馬 学,マッカーシー,0-1,
1,ストレート,140km/h,ボール  [バント構え],美馬 学,伏見 寅威,0-1,●●
2,ストレート,-,捕併打  [バント失敗],美馬 学,伏見 寅威,0-1,●●
1,カーブ,122km/h,見逃し,美馬 学,紅林 弘太郎,0-1,●●●
2,スライダー,131km/h,見逃し,美馬 学,紅林 弘太郎,0-1,●●●
3,ストレート,-,中飛  [好プレイ],美馬 学,紅林 弘太郎,0-1,●●●
1,スライダー,122km/h,ボール,山﨑 福也,角中 勝也,0-1,
2,カーブ,109km/h,見逃し,山﨑 福也,角中 勝也,0-1,
3,カーブ,109km/h,見逃し,山﨑 福也,角中 勝也,0-1,
4,スライダー,123km/h,ボール,山﨑 福也,角中 勝也,0-1,
5,カーブ,109km/h,ボール  [ワンバウンド],山﨑 福也,角中 勝也,0-1,
6,ストレート,141km/h,四球,山﨑 福也,角中 勝也,0-1,
1,ストレート,-,ファウル  [セーフティバント、バントファウル],山﨑 福也,中村 奨吾,0-1,●
2,チェンジアップ,120km/h,見逃し,山﨑 福也,中村 奨吾,0-1,●
3,ストレート,142km/h,ボール,山﨑 福也,中村 奨吾,0-1,●
4,スライダー,121km/h,ファウル,山﨑 福也,中村 奨吾,0-1,●
5,ストレート,-,二飛  [高々と舞い上がる],山﨑 福也,中村 奨吾,0-1,●
1,スライダー,118km/h,ボール,山﨑 福也,山口 航輝,0-1,●●●
2,チェンジアップ,123km/h,空振り,山﨑 福也,山口 航輝,0-1,●●●
3,ストレート,137km/h,ボール,山﨑 福也,山口 航輝,0-1,●●●
4,チェンジアップ,120km/h,ファウル  [ヒットエンドラン],山﨑 福也,山口 航輝,0-1,●●●
5,チェンジアップ,-,三併打  [ランニングスロー、送球がバウンド],山﨑 福也,山口 航輝,0-1,●●●
1,ストレート,144km/h,見逃し,美馬 学,福田 周平,0-1,●
2,チェンジアップ,-,三飛  [打球が風に流される],美馬 学,福田 周平,0-1,●
1,フォーク,133km/h,ボール,美馬 学,宗 佑磨,0-1,●●
2,シュート,143km/h,ファウル,美馬 学,宗 佑磨,0-1,●●
3,チェンジアップ,134km/h,見逃し,美馬 学,宗 佑磨,0-1,●●
4,スライダー,-,二ゴロ  [ジャンピングスロー],美馬 学,宗 佑磨,0-1,●●
1,フォーク,138km/h,ボール,美馬 学,吉田 正尚,0-1,●●●
2,シュート,145km/h,ボール,美馬 学,吉田 正尚,0-1,●●●
3,ストレート,147km/h,見逃し,美馬 学,吉田 正尚,0-1,●●●
4,カーブ,123km/h,ファウル,美馬 学,吉田 正尚,0-1,●●●
5,フォーク,-,遊ゴロ  [バットの先、内野一塁寄り],美馬 学,吉田 正尚,0-1,●●●
1,カーブ,108km/h,見逃し,山﨑 福也,安田 尚憲,0-1,●
2,ストレート,139km/h,ボール,山﨑 福也,安田 尚憲,0-1,●
3,ストレート,139km/h,ファウル,山﨑 福也,安田 尚憲,0-1,●
4,カーブ,109km/h,ボール,山﨑 福也,安田 尚憲,0-1,●
5,カーブ,-,右飛,山﨑 福也,安田 尚憲,0-1,●
1,カーブ,104km/h,ボール  [ワンバウンド],山﨑 福也,レアード,0-1,●●
2,ストレート,139km/h,見逃し,山﨑 福也,レアード,0-1,●●
3,チェンジアップ,116km/h,空振り  [ワンバウンド],山﨑 福也,レアード,0-1,●●
4,チェンジアップ,114km/h,ボール,山﨑 福也,レアード,0-1,●●
5,チェンジアップ,-,遊ゴロ,山﨑 福也,レアード,0-1,●●
1,スライダー,111km/h,ボール  [ワンバウンド],山﨑 福也,髙部 瑛斗,0-1,●●
2,カーブ,108km/h,ボール  [打者のけぞる],山﨑 福也,髙部 瑛斗,0-1,●●
3,ストレート,138km/h,ボール  [セーフティバント、バント構え],山﨑 福也,髙部 瑛斗,0-1,●●
4,ストレート,138km/h,四球,山﨑 福也,髙部 瑛斗,0-1,●●
1,チェンジアップ,-,見逃し,山﨑 福也,茶谷 健太,0-1,●●
1,チェンジアップ,-,見逃し,山﨑 福也,茶谷 健太,0-1,●●●
2,チェンジアップ,116km/h,見逃し,山﨑 福也,茶谷 健太,0-1,●●●
3,ストレート,136km/h,ボール,山﨑 福也,茶谷 健太,0-1,●●●
4,チェンジアップ,-,空三振  [投手ガッツポーズ],山﨑 福也,茶谷 健太,0-1,●●●
1,フォーク,128km/h,ボール,美馬 学,杉本 裕太郎,0-1,●
2,ストレート,145km/h,見逃し,美馬 学,杉本 裕太郎,0-1,●
3,カーブ,-,三ゴロ  [スライディングキャッチ、送球がバウンド、リプレー検証後判定変わらず],美馬 学,杉本 裕太郎,0-1,●
1,ストレート,147km/h,ボール,美馬 学,中川 圭太,0-1,●●
2,スライダー,132km/h,ボール,美馬 学,中川 圭太,0-1,●●
3,ストレート,142km/h,見逃し,美馬 学,中川 圭太,0-1,●●
4,ストレート,-,右飛,美馬 学,中川 圭太,0-1,●●
1,ストレート,145km/h,見逃し,美馬 学,安達 了一,0-1,●●●
2,フォーク,128km/h,見逃し  [セーフティバント、バント構え],美馬 学,安達 了一,0-1,●●●
3,ストレート,142km/h,ボール,美馬 学,安達 了一,0-1,●●●
4,フォーク,-,空三振,美馬 学,安達 了一,0-1,●●●
1,ストレート,139km/h,見逃し,山﨑 福也,松川 虎生,0-1,●
2,チェンジアップ,-,遊ゴロ  [引っかけ],山﨑 福也,松川 虎生,0-1,●
1,カーブ,100km/h,ボール  [投手バランスを崩す],山﨑 福也,荻野 貴司,0-1,●
2,ストレート,139km/h,見逃し,山﨑 福也,荻野 貴司,0-1,●
3,スライダー,-,右安,山﨑 福也,荻野 貴司,0-1,●
1,カーブ,106km/h,ボール,山﨑 福也,角中 勝也,0-1,●
2,ストレート,140km/h,ボール,山﨑 福也,角中 勝也,0-1,●
3,カットボール,133km/h,ボール  [すっぽ抜け],山﨑 福也,角中 勝也,0-1,●
4,ストレート,137km/h,見逃し,山﨑 福也,角中 勝也,0-1,●
5,ストレート,-,見逃し  [ランエンドヒット、送球できず],山﨑 福也,角中 勝也,0-1,●
1,カーブ,106km/h,ボール,山﨑 福也,角中 勝也,0-1,●
2,ストレート,140km/h,ボール,山﨑 福也,角中 勝也,0-1,●
3,カットボール,133km/h,ボール  [すっぽ抜け],山﨑 福也,角中 勝也,0-1,●
4,ストレート,137km/h,見逃し,山﨑 福也,角中 勝也,0-1,●
5,ストレート,-,見逃し  [ランエンドヒット、送球できず],山﨑 福也,角中 勝也,0-1,●
6,カーブ,110km/h,四球  [ハーフスイング],山﨑 福也,角中 勝也,0-1,●
1,スライダー,133km/h,ボール,黒木 優太,中村 奨吾,0-2,●
2,ナックルカーブ,-,ボール  [サイン違い],黒木 優太,中村 奨吾,0-2,●
1,スライダー,133km/h,ボール,黒木 優太,中村 奨吾,0-2,●●
2,ナックルカーブ,-,ボール  [サイン違い],黒木 優太,中村 奨吾,0-2,●●
3,フォーク,134km/h,見逃し,黒木 優太,中村 奨吾,0-2,●●
4,ストレート,-,一飛  [高々と舞い上がる],黒木 優太,中村 奨吾,0-2,●●
1,ストレート,148km/h,ボール,黒木 優太,山口 航輝,0-2,●●●
2,ストレート,148km/h,見逃し,黒木 優太,山口 航輝,0-2,●●●
3,ストレート,145km/h,ボール,黒木 優太,山口 航輝,0-2,●●●
4,スライダー,-,左飛,黒木 優太,山口 航輝,0-2,●●●
1,カーブ,120km/h,ボール,美馬 学,マッカーシー,0-2,
2,チェンジアップ,136km/h,ボール,美馬 学,マッカーシー,0-2,
3,ストレート,142km/h,見逃し,美馬 学,マッカーシー,0-2,
4,フォーク,-,ファウル,美馬 学,マッカーシー,0-2,
5,スライダー,132km/h,ボール,美馬 学,マッカーシー,0-2,
6,スライダー,131km/h,四球  [ハーフスイング、苦笑い],美馬 学,マッカーシー,0-2,
1,ストレート,-,投ゴロ  [ランエンドヒット、止めたバットに当たる],美馬 学,伏見 寅威,0-2,●
1,スライダー,136km/h,見逃し,美馬 学,紅林 弘太郎,1-2,●
2,フォーク,131km/h,空振り,美馬 学,紅林 弘太郎,1-2,●
3,フォーク,-,中２,美馬 学,紅林 弘太郎,1-2,●
1,ストレート,146km/h,見逃し,美馬 学,福田 周平,1-2,●
2,カーブ,124km/h,ボール,美馬 学,福田 周平,1-2,●
3,チェンジアップ,137km/h,ボール  [ワンバウンド],美馬 学,福田 周平,1-2,●
4,チェンジアップ,138km/h,空振り,美馬 学,福田 周平,1-2,●
5,フォーク,130km/h,ボール,美馬 学,福田 周平,1-2,●
6,スライダー,131km/h,四球,美馬 学,福田 周平,1-2,●
1,フォーク,134km/h,ボール,美馬 学,宗 佑磨,1-2,●
2,スライダー,131km/h,ボール,美馬 学,宗 佑磨,1-2,●
3,スライダー,130km/h,ボール  [ワンバウンド],美馬 学,宗 佑磨,1-2,●
1,フォーク,134km/h,ボール,美馬 学,宗 佑磨,2-2,●●
2,スライダー,131km/h,ボール,美馬 学,宗 佑磨,2-2,●●
3,スライダー,130km/h,ボール  [ワンバウンド],美馬 学,宗 佑磨,2-2,●●
4,ストレート,146km/h,見逃し,美馬 学,宗 佑磨,2-2,●●
5,ストレート,-,二ゴロ  [内野定位置],美馬 学,宗 佑磨,2-2,●●
1,スライダー,133km/h,見逃し,美馬 学,吉田 正尚,2-2,●●●
2,シュート,147km/h,ボール,美馬 学,吉田 正尚,2-2,●●●
3,カーブ,125km/h,ボール,美馬 学,吉田 正尚,2-2,●●●
4,チェンジアップ,-,二ゴロ  [バットの先、内野一塁寄り],美馬 学,吉田 正尚,2-2,●●●
1,スプリット,135km/h,ボール  [ワンバウンド],阿部 翔太,安田 尚憲,2-2,●
2,ストレート,148km/h,ボール,阿部 翔太,安田 尚憲,2-2,●
3,ストレート,148km/h,ファウル,阿部 翔太,安田 尚憲,2-2,●
4,ストレート,-,左飛  [ジャンピングキャッチ、好プレイ],阿部 翔太,安田 尚憲,2-2,●
1,カットボール,136km/h,ファウル,阿部 翔太,レアード,2-2,●
2,スプリット,-,ボール  [ワンバウンド、ハーフスイング],阿部 翔太,レアード,2-2,●
3,スプリット,136km/h,空振り,阿部 翔太,レアード,2-2,●
4,カットボール,-,左安,阿部 翔太,レアード,2-2,●
1,スプリット,135km/h,見逃し  [セーフティバント、バント構え],阿部 翔太,髙部 瑛斗,2-2,●●
2,フォーク,133km/h,ボール  [ワンバウンド],阿部 翔太,髙部 瑛斗,2-2,●●
3,ストレート,146km/h,見逃し,阿部 翔太,髙部 瑛斗,2-2,●●
4,スプリット,-,中飛,阿部 翔太,髙部 瑛斗,2-2,●●
1,スプリット,134km/h,ファウル,阿部 翔太,茶谷 健太,2-2,●●●
2,カットボール,134km/h,ファウル  [止めたバットに当たる],阿部 翔太,茶谷 健太,2-2,●●●
3,ストレート,148km/h,ボール,阿部 翔太,茶谷 健太,2-2,●●●
4,スプリット,135km/h,ボール  [ワンバウンド],阿部 翔太,茶谷 健太,2-2,●●●
5,スプリット,-,空三振  [ワンバウンド],阿部 翔太,茶谷 健太,2-2,●●●
1,スライダー,127km/h,ボール,東條 大樹,杉本 裕太郎,2-2,
2,ストレート,147km/h,見逃し,東條 大樹,杉本 裕太郎,2-2,
3,ストレート,146km/h,見逃し,東條 大樹,杉本 裕太郎,2-2,
4,スライダー,131km/h,ボール  [ハーフスイング],東條 大樹,杉本 裕太郎,2-2,
5,ストレート,146km/h,ボール,東條 大樹,杉本 裕太郎,2-2,
6,スライダー,132km/h,四球,東條 大樹,杉本 裕太郎,2-2,
1,ストレート,146km/h,見逃し,東條 大樹,中川 圭太,2-2,●
2,スライダー,-,投犠打  [セーフティバント、リプレー検証後判定変わらず],東條 大樹,中川 圭太,2-2,●
1,スライダー,127km/h,空振り,東條 大樹,安達 了一,2-2,●●
2,ストレート,145km/h,見逃し,東條 大樹,安達 了一,2-2,●●
3,ストレート,146km/h,ボール,東條 大樹,安達 了一,2-2,●●
4,スライダー,129km/h,ボール,東條 大樹,安達 了一,2-2,●●
5,スライダー,-,遊ゴロ  [走者動けず],東條 大樹,安達 了一,2-2,●●
1,スライダー,127km/h,ボール,東條 大樹,マッカーシー,2-2,●●●
2,ストレート,145km/h,見逃し,東條 大樹,マッカーシー,2-2,●●●
3,ストレート,145km/h,ファウル  [止めたバットに当たる],東條 大樹,マッカーシー,2-2,●●●
4,スライダー,-,見三振  [構えたところにズバリ、全く反応できず],東條 大樹,マッカーシー,2-2,●●●
1,ストレート,147km/h,ボール,近藤 大亮,松川 虎生,2-2,●
2,ストレート,145km/h,ボール,近藤 大亮,松川 虎生,2-2,●
3,ストレート,144km/h,ボール,近藤 大亮,松川 虎生,2-2,●
4,ストレート,145km/h,見逃し  [一塁へ歩きかける],近藤 大亮,松川 虎生,2-2,●
5,ストレート,147km/h,見逃し,近藤 大亮,松川 虎生,2-2,●
6,ストレート,148km/h,空三振,近藤 大亮,松川 虎生,2-2,●
1,カットボール,139km/h,ファウル,近藤 大亮,荻野 貴司,2-2,●●
2,ストレート,149km/h,ファウル,近藤 大亮,荻野 貴司,2-2,●●
3,カットボール,139km/h,ボール,近藤 大亮,荻野 貴司,2-2,●●
4,ストレート,-,中飛,近藤 大亮,荻野 貴司,2-2,●●
1,カーブ,122km/h,ボール,近藤 大亮,角中 勝也,2-2,●●●
2,ストレート,147km/h,ボール,近藤 大亮,角中 勝也,2-2,●●●
3,ストレート,-,二飛,近藤 大亮,角中 勝也,2-2,●●●
1,ストレート,155km/h,見逃し,ゲレーロ,伏見 寅威,2-2,
2,ストレート,157km/h,ボール,ゲレーロ,伏見 寅威,2-2,
3,ストレート,-,中２,ゲレーロ,伏見 寅威,2-2,
